Acc. No.,Title,Author,Place,Publisher,Year,Edition,Language,Subject
022803,Antenna Theory Analysis & Design,Balanis Constsntine A,New Delhi,Wiley,2014,3.0,English,ELECTRONICS & COMMUNICAT
022827,Switching & Finite Automata Theory,"Kohavi ZVi ,Jha Niraj K",Delhi,Cambridge Uni,2014,3.0,English,ELECTRONICS & COMMUNICAT
022831,Mechatronics,Bolton William,New Delhi,Pearson Edu,2011,4.0,English,MECHANICAL ENGINEERING
022835,Computer Architecture Pipelined & Parallel Pr,oFlynn Michael J,New Delhi,Narosa Pub,2012,,English,COMPUTER SCIENCE
022837,Research Methodology Methods & Technique,"sKothari C R,Garg Gourav",New Delhi,New Age,2014,3.0,English,MECHANICAL ENGINEERING
022854,The C Programming Languages,"Kernighan Brian W,Ritch",Delhi,PHI Learning,2014,2.0,English,COMPUTER SCIENCE
022877,Basic Electronics,"Kothari D P,Nagrath I J",New Delhi,MC Graw Hill,2014,,English,ELECTRONICS & COMMUNICAT
022892,Fundamentals Of Semiconductor Devices,"Achuthan M K,Bhat K N",New Delhi,Mc Graw Hill,2009,,English,ELECTRONICS & COMMUNICAT
022897,Doebelins Measurement Systems,"Doebelin Ernest O,Manik",New Delhi,Mc Graw Hill,2013,6.0,English,MECHANICAL ENGINEERING
022899,MEMS & Microsystems Design & Manufacture,Hsu Tai-Ran,New Delhi,Mc Graw Hill,2014,,English,ELECTRONICS & COMMUNICAT
022911,"Probability, Random Variables & Stochastic Pr","oPopoulis Athanasios ,Pill",New Delhi,Mc Graw Hill,2013,4.0,English,ELECTRONICS & COMMUNICAT
022916,Robotics : Control Sensing Vision & Intelligenc,"eFu K S,Gonzalez R C,Lee",CNew Delhi,Mc Graw Hill,2013,,English,MECHANICAL ENGINEERING
022918,Programming For Embedded Systems,Dream tech Software Te,aNew Delhi,Wiley,2014,,English,ELECTRONICS & COMMUNICAT
022920,Analytical Chemistry,Christian Gary D,New Delhi,Wiley,2013,6.0,English,CHEMISTRY
022934,Fundamentals Of Logic Design,"Roth Charles H,Kinney La",New Delhi,Cengage Learn,i2013,,English,COMPUTER SCIENCE
022936,Linear Algebra & Its Applications,Strang Gilbert,New Delhi,Cengege Learn,2014,4.0,English,ELECTRONICS & COMMUNICAT
022937,wireless Telecommunication Systems & Netw,oMullett Gary J,New Delhi,Cengage Learn,i2014,,English,ELECTRONICS & COMMUNICAT
022939,CMOS VLSI Design : A Circuits & System Presp,"eWeste Neil H E,Harris Da",New Delhi,Pearson,2013,3.0,English,ELECTRONICS & COMMUNICAT
022941,Computer Graphics,"Foley James D,Dam Andr",New Delhi,Pearson,2012,2.0,English,COMPUTER SCIENCE
022950,Discrete Event System Simulation,"Banks Jerry ,CarsonIII Jo",hNew Delhi,Pearson,2013,5.0,English,COMPUTER SCIENCE
022954,Linear Algebra & Its Applications,Lay David c,New Delhi,Pearson,2013,3.0,English,ELECTRONICS & COMMUNICAT
022956,Machine Design & Integrated Approach,Norton Robert L,New Delhi,Pearson,2013,2.0,English,MECHANICAL ENGINEERING
022958,Mechanical Vibrations,Rao Singiresu s,New Delhi,Pearson,2013,4.0,English,MECHANICAL ENGINEERING
022963,Multimedia Communications,Fred Halsall,New Delhi,Pearson,2013,,English,ELECTRONICS & COMMUNICAT
022967,RF Circuit Design Theory & Applications,"Ludwig Reinhad,Bagdan",oNew Delhi,Pearson,2013,2.0,English,ELECTRONICS & COMMUNICAT
022969,Theory Of Vibrations With Applications,"Thomson William T,Dahl",New Delhi,Pearson,2013,5.0,English,MECHANICAL ENGINEERING
022970,Computer Architecture : A Quantative Approa,"cHennessy John L,Patters",oNew Delhi,Morgan Kaufm,2014,5.0,English,COMPUTER SCIENCE
022972,Digital Design: An Embedded System Approac,hAshenden Peter J,New Delhi,Morgan Kaufm,2014,,English,ELECTRONICS & COMMUNICAT
022975,Finite Elements Methods : Its Basic & Fundam,"eZienkiewicz O C,Taylor R",New Delhi,Elsiveir,2014,7.0,English,MECHANICAL ENGINEERING
022977,Engineering Chemistry,"Gadag R V,Shetty A Nity",aNew Delhi,I K Internationa,2014,3.0,English,CHEMISTRY
023024,"Theory Of Computer Science: Automata, Lang","uMishra K L P,Chandrasek",Delhi,PHI Learning,2012,3.0,English,COMPUTER SCIENCE
023026,8051 Microcontroller: Hardware Software & A,"Udayashankar V,Mallika",r304,Mc Graw Hill,2009,,English,ELECTRONICS & COMMUNICAT
023041,"Advanced Computer Architecture Parallelism,","Hwang Kai,Jotwani Nare",New Delhi,Mc Graw Hill,2013,2.0,English,COMPUTER SCIENCE
023045,CMOS Digital Integrated Circuits Analysis & De,"Kang Sung Mo,Lebleici Y",uNew Delhi,Mc Graw Hill,2014,3.0,English,ELECTRONICS & COMMUNICAT
023050,Cryptography & Network Security,Khata Atul,New DElhi,Mv Graw Hill,2013,3.0,English,COMPUTER SCIENCE
023052,Introduction To Mechatronics & Measuremen,"tAlciator David G,Histand",new delhi,Mc Graw Hill,2013,3.0,English,MECHANICAL ENGINEERING
023072,Wireless Communications & Networks,Misra ITI Saha,New Delhi,Mc Graw Hill,2013,2.0,English,ELECTRONICS & COMMUNICAT
023089,Engineering Physics,Wiley,New Delhi,Wiley,2014,,English,PHYSICS
023109,Concepts & Application Of Finite Elements An,"aCook Robert D,Malkus D",New Delhi,Wiley,2014,4.0,English,MECHANICAL ENGINEERING
023114,Embedded System : A Contemporary Design T,oPeckol James K,New Delhi,Wiley,2013,,English,ELECTRONICS & COMMUNICAT
023136,Hand Book Of Wireless Networks & Mobile Co,Stajmenavic Ivan,New Delhi,Wiley,2013,,English,ELECTRONICS & COMMUNICAT
023142,Introduction To Nanotechnology,"Poole Charles P,Owens F",New Delhi,Wiley,2013,,English,MECHANICAL ENGINEERING
023144,Wireless & Mobile Network Architecture,"Lin Yi- Bang,Chlamtac Im",New Delhi,Wiley,2013,,English,ELECTRONICS & COMMUNICAT
023159,Digital Signal Processing,"Ifeachor Emmanuel,Jerv",iNew Delhi,Pearson,2014,2.0,English,ELECTRONICS & COMMUNICAT
023161,Engineering Chemistry,Palanna O G,New Delhi,Mc Graw Hill,2014,,English,CHEMISTRY
023181,Instrumentation Measurement & Analysis,"Nakra B C,Choudhry K K",New Delhi,Mc Graw Hill,2014,3.0,English,ELECTRONICS & COMMUNICAT
023186,Manufacturing Process III,Kestoor Praveen,Bengaluru,Suggi Pub,2014,,English,MECHANICAL ENGINEERING
023196,Mathematical Elements For Computer Graphic,"Rogers David F,Adams J",ANew Delhi,Mc Graw Hill,2014,2.0,English,COMPUTER SCIENCE
023206,Numerical Methods For Engineers,"Chapra Steven C,Canale",New Delhi,Mc Graw Hill,2014,6.0,English,ELECTRONICS & COMMUNICAT
023217,Quality Engineering Using Robust Design,Phadke Madhav S,New Delhi,Pearson,2012,,English,MECHANICAL ENGINEERING
023219,Taguchi Techniques For Quality Engineering,Ross Phillip J,New Delhi,Mc Graw Hill,2013,2.0,English,MECHANICAL ENGINEERING
023226,Mechanical Vibrations,Kelly S Graham,New Delhi,Mc Graw Hill,2014,,English,MECHANICAL ENGINEERING
023233,Power Electronics,Moorthi V R,New Delhi,Oxford Univers,2012,,English,ELECTRONICS & COMMUNICAT
023251,Engineering Mathematics I,Pandurangappa C,Bangalore,Sanguine Pub,2014,2.0,English,MATHEMATICS
023276,Mechanical Vibrations,"Das J B K,Murthy P L Srin",Bangalore,Sapna Books,2013,,English,MECHANICAL ENGINEERING
023296,Engineering Mathematics I,"Padmanabhan D S,Lokes",Bangalore,Sapna Books,2014,,English,MATHEMATICS
023298,Elements Of Civil Engineering & Engineering M,Prasad Rajendra D S,Bangalore,Sapna Books,2014,,English,MECHANICAL ENGINEERING
023308,Design Of Machine Elements,"Das J B K,Murthy srinivas",Bangalore,Sapna Books,2014,,English,MECHANICAL ENGINEERING
023318,Constitution Of India & Professional Ethics,"Reddy M Sreenivasa,poo",Bangalore,Sapna Books,2014,,English,GENERAL
023323,Environmental Studies,"Nandini N,Sunitha N,Tan",Bangalore,Sapna books,2013,,English,GENERAL
023328,Smart Structures Analysis & Design,"Srinivasan A V,Mc Farlan",New Delhi,Cambridge Uni,2001,,English,ELECTRONICS & COMMUNICAT
023330,Optimization Methods In Operations Research,"Mital K V,Mohan C",New Delhi,New Age,2011,3.0,English,MECHANICAL ENGINEERING
023334,Numerical Methods For Scientific & Engineerin,"Jain M K,Iyengar S R K,Ja",New Delhi,New Age,2014,6.0,English,MECHANICAL ENGINEERING
023345,A Text Book Of Chemical Technology Vol II,Pandey G N,Noida,Vikas,2012,2.0,English,CHEMISTRY
023366,Engineering Mathematics I,Chandrashekar K S,Bangalore,Sudha Pub,2014,,English,MATHEMATICS
023416,A Text Book Of Turbo machines,"Gowda Govind M S,Naga",Davangere,M M Pub,2014,8.0,English,MECHANICAL ENGINEERING
023426,Nanochemistry ; A Chemical Approach To Nan,"Ozin Goffrey A,Arsenault",U K,R S C Pub,2009,2.0,English,MECHANICAL ENGINEERING
023428,Vibration Problems In Engineering,"Weaver William,Timosh",eNew Delhi,Wiley,2013,5.0,English,MECHANICAL ENGINEERING
023429,Elements Of Continuum Mechanics,Batra ramesh G,Virgina,ALAA,2006,,English,MECHANICAL ENGINEERING
023439,Optical Networks : A Practical Prespective,"Ramaswami Rajiv,Sivara",jNew Delhi,Morgan Kaufm,2014,3.0,English,ELECTRONICS & COMMUNICAT
023449,Principles Of Electronics,"Mehta V K,Mehta Rohit",New Delhi,S Chand,2014,,English,ELECTRONICS & COMMUNICAT
023454,Operations Research,"Gupta Prem Kumar,Hira",New Delhi,S Chand,2014,,English,MECHANICAL ENGINEERING
023541,A Text Book Of Field Theory,Basavaraj S P,Bangalore,Subhash Stores,2012,,English,ELECTRONICS & COMMUNICAT
023547,Introduction To Optimum Design,Arora Josbir S,New Delhi,Elsevier,20152,3.0,English,ELECTRONICS & COMMUNICAT
023551,Finite Element Analysis,Lakshminarayan H V,Hyderabad,University Pres,2012,,English,MECHANICAL ENGINEERING
023557,Mechanical Vibrations,Groover G K,Rookree,Nem Chand,2014,8.0,English,MECHANICAL ENGINEERING
023559,Theoris & Application Of Plate Analysis,"Szilard Rudalph ,In P E",New Delhi,Wiley,2014,,English,MECHANICAL ENGINEERING
023560,Experimental Methods For Engineers,Holman J P,New Delhi,Mc Graw Hill,2014,7.0,English,MECHANICAL ENGINEERING
023567,Engineering Design,"Dieter George F,Schmidt",New Delhi,Mc Graw Hill,2014,4.0,English,MECHANICAL ENGINEERING
023573,Theory Of Plates & Shells,"Timoshenko Stephen P,K",New Delhi,Mc Graw Hill,2014,2.0,English,MECHANICAL ENGINEERING
023577,Digital Communication,"Proakis John G,Salehi M",aNew Delhi,Mc Graw Hill,2014,5.0,English,ELECTRONICS & COMMUNICAT
023589,Product DesignFor manufacture & Assembly,"Boothroyd Goffrey,Dew",bNew York,C R C Press,2011,3.0,English,MECHANICAL ENGINEERING
023590,Engineering Tribology,"Stachowiak Gwidan W,b",aNew Delhi,Elsevier,2010,3.0,English,MECHANICAL ENGINEERING
023596,Industrial & Power Electronics,"Mithal G K,Gupta Mnees",New Delhi,Khanna Pub,2013,19.0,English,ELECTRONICS & COMMUNICAT
023600,Applied Simulation Modeling,"Seila Andrew F,Ceric Vla",tNew Delhi,Cengage Learn,i2011,,English,ELECTRONICS & COMMUNICAT
023602,Mechanics Of Composite Materrials & Structu,rMukhopadhyay Madhuj,Hyderabad,University Pres,2013,,English,MECHANICAL ENGINEERING
023604,Network Security : Private Communication In,"AKaufman Charlie,Perlma",Delhi,PHI Learning,2013,2.0,English,COMPUTER SCIENCE
023605,System Modeling & Simulation An Introductio,nSeverance Frank L,New Delhi,Wiley,2014,,English,ELECTRONICS & COMMUNICAT
023630,Linux System Programming,Love Robert,Mumbai,Shroff Pub,2014,2.0,English,COMPUTER SCIENCE
023642,Theory Of Mechanics & Machines,"Ghosh Amitabha,Mallik",ANew Delhi,East West Pres,s2014,3.0,English,MECHANICAL ENGINEERING
023645,Analysis & Design Of Digital Integrated Circuit,"sHodges David A,Jachson",New Delhi,Mc Graw Hilli,2012,3.0,English,ELECTRONICS & COMMUNICAT
023648,Mastering Open CV With Practical Computer V,"Baggio Daniel Lelis,Ema",mMumbai,Shroff Pub,2013,,English,COMPUTER SCIENCE
023650,Wireless Communication System,"Du Ke Lin,Swamy M N S",New Delhi,Combridge Uni,2010,,English,ELECTRONICS & COMMUNICAT
023652,Metal Fatigue In Engineering,"Stephens Ralph I,Fatemi",New Delhi,John Wiley,2014,2.0,English,MECHANICAL ENGINEERING
023653,Mobile Computing Technology Application & S,"Talukder Asoke K,Ahmed",New Delhi,Mc Graw Hill,2013,2.0,English,ELECTRONICS & COMMUNICAT
023655,Mobile & Wireless Design Essentials,Mallick Martyn,New Delhi,Wiley,2014,,English,MECHANICAL ENGINEERING
023659,Introduction To Pratial Differential Equations,Rao Sankara K,Delhi,PHI Learning,2015,3.0,English,MECHANICAL ENGINEERING
023669,Fault Tolerant & Fault Testable Hardware Desi,Lala Parag K,Hyderabad,B S Pub,2014,,English,MECHANICAL ENGINEERING
023671,Radio Frequency & Microwave Electronics,Radmanesh Mattew M,---,Prentice Hall,2001,,English,MECHANICAL ENGINEERING
023672,Vibration & Acoustics Measurement & Signal A,Sujatha C,New Delhi,Mc Graw Hill,2014,,English,MECHANICAL ENGINEERING
023674,Applied Thermodynamics,Rajaput R. k,Bangalore,Laxmi pub,2014,2.0,English,MECHANICAL ENGINEERING
023678,A Textbook ofFluid Mechanics and Hydraulic m,"Bansal,R.K",Bangalore,Laxmi Pub,2014,9.0,English,MECHANICAL ENGINEERING
023687,Non - Conventional Energy Resource,Khan .P.K,New Delhi,Mcgraw Hill,2014,2.0,English,MECHANICAL ENGINEERING
023689,Non-Conventional energy sources,Rai.G.D,New delhi,khanna Pub,2014,,English,MECHANICAL ENGINEERING
023691,A Textbook of Power plant engineering,Rajput R.K,Bangalore,Laxmi pub,2012,,English,MECHANICAL ENGINEERING
023693,Power plant engineering,"Nag, P.K",New Delhi,Power plant en,2014,,English,MECHANICAL ENGINEERING
023701,Electronic Devices & Circuits Theory,Boylestad Robert L & Na,sNew Delhi,Pearson,2015,11.0,English,ELECTRONICS & COMMUNICAT
023705,Engineering Mechanics Of Solids,"Popov Egor P,Balan Toad",New Delhi,Pearson,2015,2.0,English,MECHANICAL ENGINEERING
023710,Optical Fiber Communications Principles & Pra,"Senior John M,Jamra M",YNew Delhi,Pearson,2013,3.0,English,ELECTRONICS & COMMUNICAT
023733,Introduction To Partial Differential Equation,Rao K Sankara,Delhi,PHI Learning,2015,,English,ELECTRONICS & COMMUNICAT
023746,Microelectronics,"Millman Jacob,Grabel Ar",New Delhi,MC Graw Hill,2015,2.0,English,ELECTRONICS & COMMUNICAT
023749,Storage Networks : The Complete Reference,Spalding obert,New Delhi,Mc Graw Hill,2015,,English,COMPUTER SCIENCE
023766,Information Storage & Management,Gnanasundaram Samasu,New Delhi,Wiley,2014,2.0,English,COMPUTER SCIENCE
023786,Storage Networks Explained,"Troppens Ulf, Muller Frie",New Delhi,Wiley,2015,2.0,English,COMPUTER SCIENCE
023789,Testing Of Metallie Materials,Suranarayana A V K,Hyderabad,BSP Pub,2010,,English,COMPUTER SCIENCE
023792,Design Of Machine Elements I,"Das J B K , Srinivas P L",Bangalore,Sapna Books,2015,,English,MECHANICAL ENGINEERING
023817,Storage Area Networks Essentials,"Barker Richard, Massigli",aNew Delhi,Wiley,2014,,English,COMPUTER SCIENCE
023822,GATE 2016 : Computer Science& Information,TG K Pub,Roorkee,C L Media,2016,,English,COMPUTER SCIENCE
023826,Engneering Mathematics Part I,Chandrashekar D S,Bangalore,Prism Books,2016,,English,MATHEMATICS
023846,A Text Book Of Engineering Physics,"Avadhdnulu M N, Kshirs",aNew Delhi,S Chand,2014,,English,PHYSICS
023880,Manufacturing Process III,Pravee Kestoor,Bangalore,Suggi Pub,2015,3.0,English,MECHANICAL ENGINEERING
023890,Hand Book Of Metal Treatments & Testing,Ross Robert B,London,Chapman & Ha,1988,2.0,English,MECHANICAL ENGINEERING
023891,A Text Book Of Mechanics Of Metarials,"Roa K V, Raju G C",Bangalore,Subhash Stores,2015,,English,MECHANICAL ENGINEERING
023906,Basic Thermodynamics,"Hedge R K, Murthy Niran",Bangalore,Sapna Books,2013,,English,MECHANICAL ENGINEERING
023922,Principles Of Metal Surface Treatment & Prote,Gahe D R,New York,Pergaman Pres,1978,2.0,English,MECHANICAL ENGINEERING
023923,Elements Of Partial Differential Equations,Sneddon Ian N,New York,Daver Pub,1957,,English,MECHANICAL ENGINEERING
023926,High Performance Communication Networks,"Walrand Jean, Varaiya P",rNew York,Elsevier,2011,2.0,English,ELECTRONICS & COMMUNICAT
023936,Computer Networking A Top Down Approach,"Kurose James F, Ross Kei",New Delhi,Pearson,2015,5.0,English,COMPUTER SCIENCE
023940,The Spirit Of C An Introduction To Modern Pro,"Mullish Henry, Cooper H",Mumbai,Jaico Pub,2006,,English,COMPUTER SCIENCE
023942,Problem Solving With C,"Jones Jaequeline A, Harr",Delhi,Pearson,2015,,English,COMPUTER SCIENCE
024052,The 8051 Microcontroller & Embedded System,Mazidi Mohammad Ali,New Delhi,Pearson,2014,2.0,English,ELECTRONICS & COMMUNICAT
024094,Basic Electronics,"Kathari D P, Nagrath I j",New Delhi,Mc Graw Hill,2014,,English,ELECTRONICS & COMMUNICAT
024104,Callisters Materials Science & Engineering Wit,"Callister William D, Reith",New Delhi,John Wiley,2016,2.0,English,MECHANICAL ENGINEERING
024107,Data Structures Using C,Thareja Reema,New Delhi,Oxford Univers,2016,2.0,English,COMPUTER SCIENCE
024146,Electronics LAB Mnual Vol I,Navas K A,Delhi,PHI Learning,2015,5.0,English,ELECTRONICS & COMMUNICAT
024151,Engineering Circuits Analysis,"Hayt William H, Kemmer",New Delhi,Mc Graw Hill,2016,8.0,English,ELECTRONICS & COMMUNICAT
024153,Engineering Electromagnetics,"Hayt William H, Buck A J",oNew Delhi,Mc Graw Hill,2015,8.0,English,ELECTRONICS & COMMUNICAT
024197,Fundamentals Of Electric Circuits,"Alexander Charles K, Sad",New Delhi,Mc Graw Hill,2014,5.0,English,ELECTRONICS & COMMUNICAT
024199,Fundamentals Of Metal Cutting & Machine To,"oJuneja B L, Sekhana G S",New Delhi,New Age,2016,2.0,English,MECHANICAL ENGINEERING
024219,An Introduction To Data Structures With Appli,"cTrembly Jean Paul, Saren",New Delhi,Mc Graw Hill,2016,2.0,English,COMPUTER SCIENCE
024241,Object Oriented Programming In C++,Shukla Rajesh K,New Delhi,John wiley,2016,,English,COMPUTER SCIENCE
024263,Research Methodology Methods & Technique,"sKothari C R, Garg Gourav",New Delhi,New Age,2016,,English,MECHANICAL ENGINEERING
024266,Strength Of Materials,Subramanian R,New Delhi,Oxford Univers,2016,3.0,English,MECHANICAL ENGINEERING
024328,Engineering Chemistry,"Gadag R V, Shetty A Nity",New Delhi,I K Internationa,2015,3.0,English,CHEMISTRY
024364,Theory Of Machines,"Khurmi R S, Gupta J K",New Delhi,Eurasia Pub,2016,,English,MECHANICAL ENGINEERING
024366,Total Quality Management,Bhat K Shridhara,New Delhi,Himalaya Pub,2016,,English,MECHANICAL ENGINEERING
024413,Mechanical Measurements and Metrology.,Chandrashekar T,Bangalore,Subhash Stores,2017,1.0,English,MECHANICAL ENGINEERING
024418,Satamaan Purusha: S.M.Vishwasharya,Venkatkrishanrao.K.N,BELGAUM,VTU BELGAUM,2016,1.0,Kannada,GENERAL
024431,The x86 Pc Assemble Langvage Design and Int,"eM A Mazidi,J G Mazidi",Delhi,Pearson,2017,5.0,English,COMPUTER SCIENCE
024453,Theory Of Computer Science Automata Langva,"Mishra K L P,Chandrasek",Delhi,PHI,2017,3.0,English,COMPUTER SCIENCE
024460,Management And Enterpreneuship,"Bedi, Kanishka",India,Oxferd,2017,,English,MECHANICAL ENGINEERING
024472,Network Security & Cryptography,Menezes Bernard,New delhi,Cenegage Lear,n 2017,,English,COMPUTER SCIENCE
024480,Design And Analysis of Algorithms,Sridhar S,New Delhi,Oxford Unipres,2017,,English,COMPUTER SCIENCE
024482,C programming And Data Structures,M.Aradhya Manjunath S,New delhi,Cenegage Lear,n 2017,,English,COMPUTER SCIENCE
024492,Digital Signal Processing And App With Tms32,"0Chassaing Rulph, Reay D",New Delhi,John Wily,2017,,English,ELECTRONICS & COMMUNICATION
024493,Information Theory And Coding,Kulkarni Muralidhar & K.,New Delhi,Joha wiley,2017,2.0,English,ELECTRONICS & COMMUNICATION
024505,VHDL For Programmable Logic,Skahill Kevin,New Delhi,Pearon Edu,2017,,English,ELECTRONICS & COMMUNICATION
024507,Principles Of Communication System,"Bhat K.N.Hari Rao,Ganes",New delhi,Cenegage Lear,n 2017,,English,ELECTRONICS & COMMUNICATION
024512,Element of Civil Engineering And Engineering,Mkolhapure B.k.,Luknow,Eastern Books,2017,,English,MECHANICAL ENGINEERING
024567,General Studies For Civil Services Preliminary,ESharma Arun,New Delhi,M C Graw Hill,2017,,English,GENERAL
024570,Total Quality Management,"Ramachandra, H D",Bangalore,Sudha Publicat,i 2017,,English,MECHANICAL ENGINEERING
024571,Total Quality Management,Ramachandra H D,Bangalore,Sudha Publicat,i 2017,,English,MECHANICAL ENGINEERING
024574,Element of mechanical Engineering,Manglik V.K.,New Dilhi,P H I Learning,2017,,English,MECHANICAL ENGINEERING
024579,Energy Management Audit & Conservation,De Barun Kumar,Delhi,Virinda Pub,2017,2.0,English,MECHANICAL ENGINEERING
024613,Engineering Mathematics Part 1,Chandrasekhar D s,Bangalore,Prism,2018,8.0,English,MATHEMATICS
024625,Python for Everybody Exploing Data in Pythom,Severance Charles R,Mumbai,Shraff Pub,2018,,English,COMPUTER SCIENCE
024640,The Definitive Guide to ARM Cortex M 3 and M,Yiu Joseph,New Delhi,Eysevier,2018,,English,COMPUTER SCIENCE
